"State","Type","Name","Age","Gender","MaturitySize","FurLength","Vaccinated","Dewormed","Sterilized","Health","Quantity","Fee","PetID","AdoptionSpeed","BreedName_primary","BreedName_secondary","Primary_Color","Second_color","Third_Color","StateName"
41324,"Dog","Blu",2,"Male","Medium","Medium","Yes","Yes","Not Sure","Healthy",1,0,"ca3dbbaa3",4,"Mixed Breed",NA,"Black",NA,NA,"Melaka"
41324,"Dog","Parlie, Miki, Caely, Taiger",3,"Mixed","Medium","Medium","Yes","Yes","Not Sure","Healthy",4,0,"e4406b18a",4,"Mixed Breed",NA,"Black","Brown",NA,"Melaka"
41324,"Dog","Unknown",1,"Female","Medium","Medium","Not Sure","Not Sure","Not Sure","Healthy",1,0,"b8088575c",4,"Mixed Breed",NA,"Black","Brown","Cream","Melaka"
41324,"Dog","Coco",36,"Female","Medium","Short","Not Sure","Not Sure","No","Healthy",1,0,"a6e7b6870",4,"Mixed Breed",NA,"Brown",NA,NA,"Melaka"
41324,"Cat","Danish",23,"Female","Medium","Medium","No","Not Sure","Not Sure","Healthy",1,0,"9c68827b5",4,"Domestic Medium Hair",NA,"Black","Brown",NA,"Melaka"
41324,"Cat","Girl",3,"Female","Medium","Short","No","Yes","No","Healthy",1,0,"95bf103d8",2,"Domestic Short Hair",NA,"Black","White",NA,"Melaka"
41324,"Dog","Qu",54,"Female","Medium","Medium","Yes","No","No","Healthy",1,0,"3e82e76cb",3,"Mixed Breed",NA,"Black",NA,NA,"Melaka"
41324,"Dog","Button Face",3,"Male","Small","Medium","Yes","Yes","No","Healthy",1,0,"9abb10f2f",1,"Terrier","Shih Tzu","Black","Brown",NA,"Melaka"
41324,"Dog","Sheiba",2,"Female","Medium","Medium","Not Sure","Not Sure","Not Sure","Healthy",1,0,"04b5f77c0",4,"Mixed Breed",NA,"Brown",NA,NA,"Melaka"
41324,"Dog","Unknown",2,"Female","Medium","Medium","Not Sure","Not Sure","Not Sure","Healthy",1,0,"660cd67ed",4,"Mixed Breed",NA,"Brown",NA,NA,"Melaka"
41324,"Dog","Unknown",2,"Female","Medium","Medium","Not Sure","Not Sure","Not Sure","Healthy",1,0,"5e3dc5d76",4,"Mixed Breed",NA,"Cream",NA,NA,"Melaka"
41324,"Dog","Whittiee",2,"Female","Medium","Medium","Not Sure","Not Sure","Not Sure","Healthy",1,0,"5b945da83",4,"Mixed Breed",NA,"White",NA,NA,"Melaka"
41324,"Dog","Brandy",3,"Female","Extra Large","Medium","Yes","No","No","Minor Injury",1,0,"331a14422",1,"Saint Bernard",NA,"Black","White",NA,"Melaka"
41324,"Dog","Bintang",108,"Male","Medium","Short","Yes","Yes","Yes","Healthy",1,0,"9dfee7db3",2,"Mixed Breed",NA,"Yellow","White",NA,"Melaka"
41324,"Cat","Putih",12,"Female","Medium","Medium","Not Sure","Not Sure","Not Sure","Healthy",1,0,"ab1cfc949",4,"Domestic Medium Hair",NA,"White",NA,NA,"Melaka"
41324,"Dog","Whittie",1,"Female","Medium","Medium","Not Sure","Not Sure","Not Sure","Healthy",1,0,"191043d9c",4,"Mixed Breed",NA,"Golden","Cream",NA,"Melaka"
41324,"Dog","Unknown",2,"Mixed","Medium","Medium","Yes","Yes","Not Sure","Healthy",2,0,"e481cf862",4,"Mixed Breed","Mixed Breed","Black","White",NA,"Melaka"
41324,"Cat","Tom",9,"Male","Medium","Short","No","No","No","Healthy",1,0,"0faf7f0ae",4,"Domestic Short Hair",NA,"Brown",NA,NA,"Melaka"
41324,"Dog","Lucy",2,"Female","Medium","Medium","Yes","Yes","Not Sure","Healthy",1,0,"efd269df8",4,"Mixed Breed",NA,"Black","Brown",NA,"Melaka"
41324,"Cat","Musang The Big Ears",3,"Male","Small","Short","No","No","No","Healthy",1,0,"d21cfa860",0,"Domestic Short Hair",NA,"Gray","White",NA,"Melaka"
41324,"Dog","Unknown",1,"Mixed","Medium","Medium","No","Yes","Not Sure","Healthy",5,0,"507e734af",4,"Mixed Breed","Mixed Breed","Black","Brown","Cream","Melaka"
41324,"Dog","Unknown",2,"Male","Medium","Medium","Not Sure","Not Sure","Not Sure","Healthy",1,0,"ebba4f83b",4,"Mixed Breed",NA,"Cream",NA,NA,"Melaka"
41324,"Dog","Unknown",2,"Female","Medium","Medium","Yes","Yes","No","Healthy",1,0,"822b31b85",2,"Mixed Breed",NA,"Brown",NA,NA,"Melaka"
41324,"Dog","Dolly",1,"Female","Medium","Medium","Not Sure","Not Sure","Not Sure","Healthy",1,0,"694caa813",4,"Mixed Breed",NA,"Golden","Cream",NA,"Melaka"
41324,"Dog","Miki, Caely",2,"Female","Medium","Medium","Yes","Yes","Not Sure","Healthy",2,0,"6f5eab89b",1,"Mixed Breed","Mixed Breed","Brown",NA,NA,"Melaka"
41324,"Dog","Da Ge, Er Ge, Xiao Di",2,"Mixed","Medium","Medium","No","No","No","Healthy",3,0,"d3ac21f5d",2,"Mixed Breed",NA,"Brown","Gray",NA,"Melaka"
41324,"Dog","Lacky",7,"Female","Medium","Short","No","Yes","Yes","Healthy",1,0,"d6d6d4aca",3,"Labrador Retriever",NA,"Black","Brown",NA,"Melaka"
41324,"Dog","Gigi",36,"Female","Large","Short","Yes","Yes","No","Healthy",1,0,"220e9aa26",4,"Mixed Breed","Mixed Breed","Black",NA,NA,"Melaka"
41324,"Dog","Unknown",12,"Female","Medium","Short","No","No","Yes","Healthy",1,0,"f557e9262",4,"Mixed Breed",NA,"Brown",NA,NA,"Melaka"
41324,"Cat","Si Kuning",24,"Male","Large","Short","No","No","No","Minor Injury",1,0,"370fe2afb",3,"Domestic Short Hair",NA,"Yellow",NA,NA,"Melaka"
41324,"Dog","Benjie",24,"Male","Small","Long","Not Sure","Not Sure","Not Sure","Healthy",1,0,"afe19c37c",1,"Fox Terrier","Mixed Breed","Brown","White",NA,"Melaka"
41324,"Cat","Unknown",3,"Mixed","Medium","Medium","No","No","Not Sure","Healthy",6,0,"4ccb3f896",2,"Domestic Medium Hair",NA,"Golden","Gray","White","Melaka"
41324,"Dog","Xiao Bai",7,"Female","Small","Short","No","Yes","No","Healthy",1,0,"e1f08c5b2",4,"Mixed Breed",NA,"Brown","Cream",NA,"Melaka"
41324,"Dog","Unknown",5,"Mixed","Medium","Short","Not Sure","Not Sure","Not Sure","Healthy",2,0,"fdd191ba0",4,"Mixed Breed","Mixed Breed","Black","Gray",NA,"Melaka"
41324,"Cat","Tom",4,"Male","Medium","Medium","Yes","Yes","No","Healthy",1,0,"ec0316213",4,"Domestic Short Hair","Domestic Short Hair","Black","White",NA,"Melaka"
41324,"Dog","Mojo",3,"Male","Medium","Medium","Yes","Yes","Not Sure","Healthy",1,0,"d58c146d6",4,"Mixed Breed",NA,"Golden",NA,NA,"Melaka"
41324,"Cat","Unknown",12,"Female","Medium","Short","No","No","No","Healthy",1,0,"db3c2be5c",4,"Domestic Short Hair",NA,"Brown",NA,NA,"Melaka"
41324,"Dog","Unknown",3,"Female","Medium","Medium","Yes","Yes","Not Sure","Healthy",1,0,"8de170932",4,"Mixed Breed","Mixed Breed","Black","Brown","Golden","Melaka"
41324,"Cat","Danial",24,"Female","Medium","Medium","No","Not Sure","Not Sure","Healthy",1,0,"cba2fb07e",4,"Domestic Medium Hair",NA,"White",NA,NA,"Melaka"
41324,"Cat","Bubbles",6,"Female","Medium","Short","Yes","Yes","No","Healthy",1,0,"daf955524",2,"Domestic Short Hair",NA,"Brown",NA,NA,"Melaka"
41324,"Dog","Shih Tzu",49,"Male","Small","Long","Yes","Yes","Yes","Healthy",1,0,"44ddc2e22",2,"Shih Tzu",NA,"Brown","Cream","White","Melaka"
41324,"Dog","Leslie,Lilo & Lolly",4,"Mixed","Small","Short","Yes","Yes","No","Healthy",3,0,"ff0b61121",4,"Mixed Breed",NA,"Black","Brown","Yellow","Melaka"
41324,"Cat","Silka",18,"Female","Small","Short","Yes","Not Sure","Yes","Healthy",1,30,"b26fcffaf",0,"Domestic Short Hair",NA,"Gray",NA,NA,"Melaka"
41324,"Dog","Pooja",24,"Female","Medium","Short","Yes","Yes","Yes","Minor Injury",1,0,"745fd19b8",3,"Mixed Breed",NA,"Black","White",NA,"Melaka"
41324,"Dog","Unknown",2,"Mixed","Medium","Medium","Not Sure","Not Sure","Not Sure","Healthy",4,0,"146f076cf",4,"Mixed Breed","Mixed Breed","Black","Brown","White","Melaka"
41324,"Cat","Unknown",2,"Female","Small","Short","No","No","No","Healthy",3,0,"508f87cfc",3,"Domestic Short Hair",NA,"Black","Brown","Yellow","Melaka"
41324,"Dog","Coco",48,"Female","Medium","Short","Yes","Yes","Yes","Healthy",1,0,"895d8c870",2,"Mixed Breed",NA,"Brown",NA,NA,"Melaka"
41324,"Dog","Unknown",2,"Female","Medium","Medium","Not Sure","Not Sure","Not Sure","Healthy",4,0,"23ce26e85",4,"Mixed Breed","Mixed Breed","Black","Brown","White","Melaka"
41324,"Cat","Kucing A & Kucing B",4,"Male","Small","Short","Yes","Yes","No","Healthy",2,0,"31b90821f",4,"Domestic Short Hair",NA,"Black","White",NA,"Melaka"
41324,"Cat","Kitty",19,"Female","Medium","Medium","Yes","Yes","Yes","Healthy",1,0,"b13247816",3,"Domestic Medium Hair",NA,"Black","Brown","White","Melaka"
41324,"Dog","Unknown",1,"Female","Medium","Medium","Not Sure","Not Sure","Not Sure","Healthy",2,0,"5c66641a1",4,"Mixed Breed",NA,"Cream",NA,NA,"Melaka"
41324,"Dog","Unknown",60,"Female","Medium","Medium","Not Sure","Not Sure","Not Sure","Healthy",1,0,"f5dc70d35",4,"Mixed Breed",NA,"Brown","Cream",NA,"Melaka"
41324,"Cat","Unknown",1,"Female","Small","Medium","No","No","No","Healthy",1,0,"9acf4992b",3,"Siamese",NA,"Brown","Gray","White","Melaka"
41324,"Dog","Unknown",2,"Male","Medium","Medium","Not Sure","Not Sure","Not Sure","Healthy",1,0,"3c5e8cc5d",4,"Mixed Breed",NA,"Black",NA,NA,"Melaka"
41324,"Dog","Hope",5,"Female","Large","Short","Yes","Yes","No","Healthy",1,0,"f4c32b8a5",4,"Mixed Breed",NA,"Black","Brown",NA,"Melaka"
41324,"Cat","Lucy & Luna",7,"Female","Medium","Medium","Yes","Yes","No","Healthy",2,50,"65f311c09",4,"Domestic Medium Hair",NA,"Black","Yellow","White","Melaka"
41324,"Dog","Unknown",2,"Female","Medium","Medium","Yes","Yes","Not Sure","Healthy",2,0,"d73e917de",4,"Mixed Breed",NA,"Brown","White",NA,"Melaka"
41324,"Cat","Boy",3,"Male","Medium","Short","No","Yes","No","Healthy",1,0,"59a320894",2,"Domestic Short Hair",NA,"Black","Gray","White","Melaka"
41324,"Dog","Snowy",24,"Female","Small","Short","Yes","Yes","No","Healthy",1,200,"80e8288c9",0,"Poodle",NA,"White",NA,NA,"Melaka"
41324,"Cat","Unknown",3,"Female","Large","Short","No","Yes","No","Healthy",1,0,"9a798bc44",2,"Domestic Short Hair",NA,"Black","White",NA,"Melaka"
41324,"Cat","Unknown",5,"Female","Medium","Short","No","No","No","Healthy",1,0,"0e920f96d",4,"Domestic Short Hair",NA,"Brown",NA,NA,"Melaka"
41324,"Cat","Mao Zai (ç«ä»)",24,"Male","Medium","Medium","Not Sure","Yes","No","Healthy",1,0,"2b446dd3c",4,"Snowshoe",NA,"Brown",NA,NA,"Melaka"
41324,"Cat","White",12,"Female","Medium","Medium","No","Not Sure","Not Sure","Healthy",1,0,"3e0ae8fb1",4,"Domestic Medium Hair",NA,"White",NA,NA,"Melaka"
41324,"Cat","Mimi",12,"Female","Medium","Medium","Yes","No","Yes","Healthy",2,0,"1bf1f95ef",4,"Tabby",NA,"Golden","Gray","White","Melaka"
41324,"Cat","Ameera",24,"Female","Medium","Short","Not Sure","Not Sure","No","Healthy",1,1,"522d0728c",4,"Domestic Short Hair",NA,"Yellow",NA,NA,"Melaka"
41324,"Cat","Boboi",10,"Male","Large","Long","Yes","Yes","No","Healthy",1,100,"390e0a648",1,"Persian",NA,"Brown","Cream",NA,"Melaka"
41324,"Dog","Rocky",3,"Male","Medium","Medium","Yes","Yes","Not Sure","Healthy",1,0,"283d0763f",1,"Mixed Breed",NA,"Brown",NA,NA,"Melaka"
41324,"Cat","Unknown",5,"Female","Medium","Short","No","No","No","Healthy",1,0,"a79e1889c",4,"Domestic Short Hair",NA,"Brown",NA,NA,"Melaka"
41324,"Cat","Koko",18,"Male","Large","Long","Yes","Yes","No","Healthy",1,500,"603892936",2,"Persian","Oriental Long Hair","Brown","Cream",NA,"Melaka"
41324,"Cat","Unknown",3,"Female","Medium","Short","No","No","No","Healthy",1,0,"e540c1ba5",4,"Domestic Short Hair",NA,"Brown",NA,NA,"Melaka"
41324,"Cat","Danial",23,"Female","Medium","Medium","No","Not Sure","Not Sure","Healthy",1,0,"a226d8246",4,"Domestic Medium Hair",NA,"Black","White",NA,"Melaka"
41324,"Dog","Unknown",8,"Female","Medium","Short","No","No","No","Minor Injury",1,0,"97dd55a08",4,"Mixed Breed",NA,"Brown","White",NA,"Melaka"
41324,"Dog","Bobby",24,"Male","Medium","Long","Yes","Yes","Not Sure","Healthy",1,200,"4082acebb",4,"Poodle",NA,"Cream",NA,NA,"Melaka"
41324,"Dog","No Name Yet",3,"Female","Medium","Short","No","No","No","Healthy",2,0,"05d8b5a9d",2,"Mixed Breed",NA,"Black","Brown","White","Melaka"
41324,"Dog","Bony",4,"Female","Medium","Medium","No","Yes","No","Serious Injury",1,100,"8016d3648",4,"Mixed Breed","Golden Retriever","Black","Brown",NA,"Melaka"
41324,"Cat","Jesica Melaka",12,"Female","Medium","Medium","Yes","No","Yes","Healthy",1,0,"3122253f4",4,"Domestic Short Hair",NA,"Black","White",NA,"Melaka"
41324,"Dog","Buffy",120,"Female","Medium","Medium","No","No","Yes","Healthy",1,0,"ce5bb821a",4,"Mixed Breed","Mixed Breed","Brown",NA,NA,"Melaka"
41324,"Dog","Candy",2,"Female","Medium","Medium","Yes","Yes","Not Sure","Healthy",1,0,"a1d8d917c",4,"Mixed Breed",NA,"Brown","White",NA,"Melaka"
41324,"Dog","Sambu",12,"Female","Medium","Medium","Yes","Yes","Yes","Healthy",1,0,"6c7db281b",4,"Mixed Breed","Terrier","Black","Gray",NA,"Melaka"
41324,"Cat","Nemo",5,"Female","Medium","Medium","No","Yes","No","Healthy",1,0,"409740892",2,"Domestic Medium Hair",NA,"Golden",NA,NA,"Melaka"
41324,"Dog","Batman",3,"Male","Medium","Short","Yes","Yes","No","Healthy",1,0,"150bf58e2",4,"Mixed Breed",NA,"Black","White",NA,"Melaka"
41324,"Dog","Unknown",1,"Female","Medium","Medium","Yes","Yes","Not Sure","Healthy",2,0,"9012ebabb",4,"Mixed Breed","Mixed Breed","Black","Brown",NA,"Melaka"
41324,"Cat","Unknown",1,"Male","Small","Medium","No","No","No","Healthy",1,0,"0f544b558",1,"Domestic Medium Hair",NA,"White",NA,NA,"Melaka"
41324,"Dog","Little Brown",2,"Male","Small","Short","Yes","Yes","Yes","Minor Injury",1,0,"3c5a98448",4,"Mixed Breed",NA,"Brown",NA,NA,"Melaka"
41324,"Dog","Mercy (temporary Name)",1,"Male","Medium","Short","No","No","No","Healthy",1,0,"97f683e04",1,"Mixed Breed",NA,"Brown",NA,NA,"Melaka"
41324,"Dog","Unknown",15,"Male","Small","Short","Yes","Yes","No","Healthy",1,0,"6b5c799b5",4,"Shih Tzu",NA,"Black",NA,NA,"Melaka"
41324,"Cat","Grey",12,"Female","Medium","Medium","Not Sure","Not Sure","Not Sure","Healthy",1,0,"aabd8c0d6",4,"Domestic Medium Hair",NA,"White",NA,NA,"Melaka"
41324,"Dog","Bob Marley",6,"Female","Large","Long","No","No","No","Healthy",1,0,"50f87522f",1,"Golden Retriever",NA,"Golden",NA,NA,"Melaka"
41324,"Dog","Unknown",24,"Male","Medium","Short","Not Sure","Not Sure","Not Sure","Minor Injury",1,20,"c2b92d7a0",4,"Mixed Breed",NA,"White",NA,NA,"Melaka"
41324,"Dog","Unknown",24,"Male","Medium","Medium","Not Sure","Not Sure","Not Sure","Minor Injury",1,20,"c1aa4142d",4,"Mixed Breed",NA,"White",NA,NA,"Melaka"
41324,"Dog","Charcoal",27,"Male","Medium","Medium","Not Sure","Not Sure","No","Healthy",1,0,"502d58dea",1,"Poodle","Shih Tzu","Gray",NA,NA,"Melaka"
41324,"Dog","Unknown",2,"Female","Medium","Short","No","No","No","Healthy",1,0,"5aff9022b",4,"Mixed Breed",NA,"Yellow","White",NA,"Melaka"
41324,"Dog","Miniature Pinscher",24,"Female","Small","Short","Not Sure","Not Sure","No","Minor Injury",1,0,"f31cebfd0",2,"Miniature Pinscher",NA,"Brown",NA,NA,"Melaka"
41324,"Dog","Browny,Blackie,Brandy Jr",24,"Male","Medium","Medium","Not Sure","Not Sure","Not Sure","Healthy",3,0,"776354931",4,"Mixed Breed",NA,"Black","Brown",NA,"Melaka"
41324,"Dog","Unknown",3,"Female","Medium","Short","No","No","No","Healthy",1,0,"01a7b719c",1,"Mixed Breed",NA,"Brown",NA,NA,"Melaka"
41324,"Dog","Unknown",36,"Female","Medium","Medium","Yes","Not Sure","Yes","Healthy",1,0,"64f563069",0,"Poodle","Silky Terrier","Cream",NA,NA,"Melaka"
41324,"Dog","Unknown",2,"Female","Medium","Medium","Not Sure","Not Sure","Not Sure","Healthy",1,0,"fc7f99ad7",4,"Mixed Breed",NA,"Brown",NA,NA,"Melaka"
41324,"Dog","Kimi, Macie",2,"Mixed","Medium","Medium","Yes","Yes","No","Healthy",2,0,"08438c720",2,"Mixed Breed",NA,"Black","Brown","White","Melaka"
41324,"Dog","5 Puppies For Adoption",0,"Female","Medium","Medium","No","No","No","Healthy",6,0,"9ff5a1ca1",4,"Mixed Breed",NA,"Black","Brown","White","Melaka"
41324,"Dog","Browny",2,"Male","Medium","Medium","Yes","Yes","Not Sure","Healthy",1,0,"72c9986ac",2,"Mixed Breed",NA,"Brown",NA,NA,"Melaka"
41324,"Dog","Wei Wei",48,"Female","Medium","Medium","Yes","Yes","Yes","Healthy",1,0,"1a47d1c94",4,"Mixed Breed",NA,"Brown",NA,NA,"Melaka"
41324,"Cat","Angus Dan Hugo",4,"Male","Small","Short","No","Yes","No","Healthy",2,0,"06904db12",2,"Domestic Short Hair",NA,"Black","Golden","White","Melaka"
41324,"Dog","5 Puppies For Adoption - Urgent!",1,"Mixed","Medium","Short","No","No","No","Healthy",5,0,"9b11972b0",2,"Mixed Breed","Mixed Breed","Black","Brown","White","Melaka"
41324,"Dog","Kenji",42,"Male","Medium","Medium","Yes","Yes","Yes","Healthy",1,0,"4ce29bb83",1,"Schnauzer",NA,"Gray","White",NA,"Melaka"
41324,"Dog","Boyi",8,"Male","Medium","Short","Yes","Yes","No","Healthy",1,0,"dbba10f87",4,"Mixed Breed",NA,"Brown",NA,NA,"Melaka"
41324,"Dog","Puppies",3,"Mixed","Medium","Short","No","No","No","Healthy",3,0,"6f0d943dc",2,"Mixed Breed",NA,"Black",NA,NA,"Melaka"
41324,"Dog","Lassie",15,"Female","Medium","Short","No","Yes","Yes","Healthy",1,0,"7a84326ff",4,"Mixed Breed",NA,"Black","Brown","White","Melaka"
41324,"Dog","Girl Girl",2,"Female","Medium","Short","No","No","No","Healthy",1,0,"c16df543f",3,"Mixed Breed","Mixed Breed","Black","Brown",NA,"Melaka"
41324,"Cat","No Name Yet",24,"Male","Medium","Short","No","Yes","Yes","Healthy",1,0,"b01c8995e",3,"Domestic Short Hair",NA,"Brown",NA,NA,"Melaka"
41324,"Cat","Ibu Dan 4 Anak",1,"Mixed","Small","Medium","No","No","No","Healthy",5,0,"7d52177d6",3,"Domestic Medium Hair",NA,"Black",NA,NA,"Melaka"
41324,"Dog","Belle (Melaka)",5,"Female","Medium","Short","No","No","No","Healthy",1,0,"998488372",2,"Mixed Breed","Rottweiler","Brown",NA,NA,"Melaka"
41324,"Cat","Dak KunyiT",2,"Female","Small","Medium","No","Yes","No","Healthy",1,0,"c6d39a0fa",2,"Domestic Medium Hair",NA,"Black",NA,NA,"Melaka"
41324,"Dog","Gracie",12,"Female","Medium","Short","Not Sure","Not Sure","Not Sure","Healthy",1,0,"63c794465",2,"Mixed Breed",NA,"Brown","Cream","White","Melaka"
41324,"Dog","Micah",3,"Male","Medium","Medium","Yes","Yes","Not Sure","Healthy",1,0,"798a0cb05",4,"Mixed Breed",NA,"Brown",NA,NA,"Melaka"
41324,"Cat","Kicik>Mika-Kimi-Comot",1,"Mixed","Medium","Medium","No","No","No","Healthy",4,0,"082a9b790",2,"Domestic Medium Hair","Domestic Short Hair","Black","Yellow","White","Melaka"
41324,"Cat","One Eye Jack",3,"Male","Medium","Long","Yes","Yes","No","Healthy",1,0,"b7d4318d8",1,"Persian",NA,"Cream","White",NA,"Melaka"
41325,"Cat","Ash",2,"Female","Small","Short","No","Yes","No","Healthy",1,0,"6967987d5",1,"Domestic Short Hair",NA,"Black","Gray","White","Kedah"
41325,"Dog","Snoopy In Kulim",3,"Male","Medium","Medium","No","Yes","No","Healthy",1,0,"473caf456",2,"Mixed Breed",NA,"White",NA,NA,"Kedah"
41325,"Cat","Cutey",1,"Female","Medium","Short","No","No","No","Healthy",1,0,"5b5b2c882",2,"Domestic Short Hair",NA,"Brown","Golden","Yellow","Kedah"
41325,"Dog","Meenu",3,"Female","Large","Medium","No","No","No","Healthy",1,0,"ea062393d",2,"German Shepherd Dog","Mixed Breed","Black","Gray",NA,"Kedah"
41325,"Cat","Ginger",1,"Female","Medium","Short","No","No","No","Healthy",1,0,"36f1dc3b9",3,"Domestic Short Hair",NA,"Yellow",NA,NA,"Kedah"
41325,"Cat","Miss Black",2,"Female","Medium","Medium","No","No","No","Healthy",1,0,"45cb60190",4,"Domestic Medium Hair",NA,"Black","Brown",NA,"Kedah"
41325,"Dog","Male Pup 1 In Kulim",1,"Male","Medium","Short","No","Yes","No","Healthy",1,0,"5ddd7f219",3,"Mixed Breed",NA,"Brown",NA,NA,"Kedah"
41325,"Cat","Minmin&miumiu",0,"Female","Medium","Medium","No","Yes","No","Healthy",2,0,"a4faccedb",3,"Domestic Medium Hair",NA,"Black","Yellow","Gray","Kedah"
41325,"Cat","Oreo",3,"Female","Small","Medium","No","Yes","No","Healthy",1,0,"a9772bfa3",2,"Domestic Medium Hair",NA,"Black","White",NA,"Kedah"
41325,"Dog","Diego",1,"Male","Medium","Short","No","No","No","Healthy",1,0,"1667eb8a4",1,"Labrador Retriever","Mixed Breed","Black","White",NA,"Kedah"
41325,"Dog","Shaggy",48,"Male","Large","Medium","Yes","Yes","No","Healthy",1,0,"b71eb2942",1,"Golden Retriever",NA,"Golden",NA,NA,"Kedah"
41325,"Cat","BamBam",18,"Male","Medium","Medium","No","No","No","Healthy",1,100,"8fcaaf6e0",4,"Domestic Medium Hair",NA,"White",NA,NA,"Kedah"
41325,"Dog","Tikky In Kulim",3,"Female","Large","Short","No","Yes","No","Healthy",1,0,"0b8e1dd80",4,"Mixed Breed",NA,"Brown",NA,NA,"Kedah"
41325,"Dog","Goldie 2015",3,"Female","Large","Short","No","No","No","Healthy",1,0,"ef7c5813c",2,"Labrador Retriever","Mixed Breed","Black","Brown","Golden","Kedah"
41325,"Dog","Tanto In Kulim",3,"Male","Medium","Medium","No","Yes","No","Healthy",1,0,"be9474b85",2,"Mixed Breed",NA,"Black","White",NA,"Kedah"
41325,"Dog","Pooh Pooh",36,"Female","Small","Short","Yes","Yes","Yes","Healthy",1,0,"79d5a2615",4,"Poodle",NA,"Cream",NA,NA,"Kedah"
41325,"Dog","Unknown",2,"Female","Medium","Medium","Not Sure","Not Sure","Not Sure","Healthy",1,0,"0617d9287",4,"Mixed Breed",NA,"Black","White",NA,"Kedah"
